sku_id,week,current_inventory,pipeline_procurement,pipeline_manufacturing,avg_demand_lookback,demand_trend,demand_volatility,procurement_lead_time,manufacturing_lead_time,unit_cost,seasonality_sin,seasonality_cos,target_quantity,supply_method,actual_demand,stockout
SKU_000,10,451.0,0.0,150.5,139.25,0.404761904761897,13.997767679169419,2.295714161540503,1.1478570807702515,40.581311290499436,0.9350162426854148,0.35460488704253557,150.5,1,143.0,0.0
SKU_000,11,443.5,0.0,209.0,140.125,0.36904761904760613,13.986042149228638,2.295714161540503,1.1478570807702515,40.581311290499436,0.970941817426052,0.23931566428755804,209.0,1,158.0,0.0
SKU_000,12,492.5,0.0,125.5,144.125,0.3452380952380945,13.950246413594277,2.295714161540503,1.1478570807702515,40.581311290499436,0.992708874098054,0.120536680255323,125.5,1,160.0,0.0
SKU_000,13,478.0,0.0,180.0,145.0,2.6190476190476133,14.679918255903198,2.295714161540503,1.1478570807702515,40.581311290499436,1.0,-1.6081226496766366e-16,180.0,1,140.0,0.0
SKU_000,14,447.0,0.0,219.0,146.25,0.5952380952380935,13.745453793891274,2.295714161540503,1.1478570807702515,40.581311290499436,0.992708874098054,-0.12053668025532288,219.0,1,211.0,0.0
SKU_000,15,541.0,0.0,24.0,152.5,7.571428571428569,25.43127995205904,2.295714161540503,1.1478570807702515,40.581311290499436,0.9709418174260521,-0.2393156642875575,24.0,1,125.0,0.0
SKU_000,16,427.0,0.0,239.0,150.0,4.476190476190475,26.981475126464083,2.295714161540503,1.1478570807702515,40.581311290499436,0.9350162426854148,-0.35460488704253545,239.0,1,138.0,0.0
SKU_000,17,480.0,0.0,232.0,152.75,-0.16666666666667299,24.37083297714709,2.295714161540503,1.1478570807702515,40.581311290499436,0.8854560256532099,-0.4647231720437685,232.0,1,186.0,0.0
SKU_000,18,557.0,0.0,190.5,157.625,1.9880952380952264,26.53741462539258,2.295714161540503,1.1478570807702515,40.581311290499436,0.8229838658936565,-0.5680647467311557,190.5,1,155.0,0.0
SKU_000,19,542.5,0.0,269.0,159.125,0.20238095238095744,26.00210328031177,2.295714161540503,1.1478570807702515,40.581311290499436,0.7485107481711013,-0.663122658240795,269.0,1,205.0,0.0
SKU_000,20,615.5,0.0,196.5,165.0,3.90476190476189,30.074906483645133,2.295714161540503,1.1478570807702515,40.581311290499436,0.6631226582407952,-0.7485107481711012,196.5,1,196.0,0.0
SKU_000,21,593.0,0.0,239.0,169.5,5.952380952380952,31.64253466459348,2.295714161540503,1.1478570807702515,40.581311290499436,0.5680647467311558,-0.8229838658936564,239.0,1,219.0,0.0
SKU_000,22,631.0,0.0,177.5,179.375,6.916666666666662,33.18485158924174,2.295714161540503,1.1478570807702515,40.581311290499436,0.46472317204376906,-0.8854560256532096,177.5,1,201.0,0.0
SKU_000,23,630.5,0.0,204.5,178.125,12.107142857142856,32.14201883827461,2.295714161540503,1.1478570807702515,40.581311290499436,0.35460488704253584,-0.9350162426854147,204.5,1,178.0,0.0
SKU_000,24,609.0,0.0,340.0,184.75,6.404761904761896,25.227712936372175,2.295714161540503,1.1478570807702515,40.581311290499436,0.23931566428755768,-0.970941817426052,340.0,1,226.0,0.0
SKU_000,25,695.0,0.0,250.0,195.75,4.8333333333333295,21.329263934791562,2.295714161540503,1.1478570807702515,40.581311290499436,0.12053668025532308,-0.992708874098054,250.0,1,254.0,0.0
SKU_000,26,741.0,0.0,203.5,204.25,8.642857142857133,28.19463601467485,2.295714161540503,1.1478570807702515,40.581311290499436,-3.216245299353273e-16,-1.0,203.5,1,204.0,0.0
SKU_000,27,690.5,0.0,343.5,210.375,3.3452380952380856,21.312774924912993,2.295714161540503,1.1478570807702515,40.581311290499436,-0.12053668025532283,-0.992708874098054,343.5,1,254.0,0.0
SKU_000,28,772.0,0.0,258.0,216.5,6.404761904761893,25.514701644346147,2.295714161540503,1.1478570807702515,40.581311290499436,-0.23931566428755743,-0.9709418174260521,258.0,1,262.0,0.0
SKU_000,29,777.0,0.0,262.5,224.75,7.999999999999992,28.092481200492063,2.295714161540503,1.1478570807702515,40.581311290499436,-0.3546048870425356,-0.9350162426854148,262.5,1,253.0,0.0
SKU_000,30,772.5,0.0,273.5,229.0,9.738095238095234,29.440618200031057,2.295714161540503,1.1478570807702515,40.581311290499436,-0.46472317204376806,-0.8854560256532101,273.5,1,267.0,0.0
SKU_000,31,798.0,0.0,255.5,237.25,9.904761904761898,29.684802509028085,2.295714161540503,1.1478570807702515,40.581311290499436,-0.5680647467311556,-0.8229838658936566,255.5,1,248.0,0.0
SKU_000,32,782.5,0.0,313.5,246.0,4.452380952380949,19.5,2.295714161540503,1.1478570807702515,40.581311290499436,-0.663122658240795,-0.7485107481711013,313.5,1,271.0,0.0
SKU_000,33,820.0,0.0,268.0,251.625,4.392857142857133,19.4096464419113,2.295714161540503,1.1478570807702515,40.581311290499436,-0.7485107481711011,-0.6631226582407952,268.0,1,276.0,0.0
SKU_000,34,814.0,0.0,260.0,254.375,6.678571428571428,21.041254121368336,2.295714161540503,1.1478570807702515,40.581311290499436,-0.8229838658936564,-0.5680647467311559,260.0,1,274.0,0.0
SKU_000,35,797.0,0.0,258.0,263.125,2.916666666666662,9.854408911751126,2.295714161540503,1.1478570807702515,40.581311290499436,-0.8854560256532096,-0.4647231720437691,258.0,1,277.0,0.0
SKU_000,36,806.0,0.0,202.5,266.0,3.095238095238082,10.124228365658293,2.295714161540503,1.1478570807702515,40.581311290499436,-0.9350162426854147,-0.3546048870425359,202.5,1,249.0,0.0
SKU_000,37,762.5,0.0,257.0,264.375,1.2499999999999805,11.575161985907584,2.295714161540503,1.1478570807702515,40.581311290499436,-0.970941817426052,-0.23931566428755774,257.0,1,246.0,0.0
SKU_000,38,733.5,0.0,293.0,263.5,-1.500000000000016,12.619429464123963,2.295714161540503,1.1478570807702515,40.581311290499436,-0.992708874098054,-0.12053668025532357,293.0,1,286.0,0.0
SKU_000,39,780.5,0.0,126.0,265.875,0.7500000000000059,14.675127767757253,2.295714161540503,1.1478570807702515,40.581311290499436,-1.0,-1.8369701987210297e-16,126.0,1,246.0,0.0
SKU_000,40,709.5,0.0,214.5,265.625,-2.8214285714285747,14.991143218580763,2.295714161540503,1.1478570807702515,40.581311290499436,-0.992708874098054,0.1205366802553232,214.5,1,197.0,0.0
SKU_000,41,664.0,0.0,314.5,256.375,-7.96428571428571,26.911602980870537,2.295714161540503,1.1478570807702515,40.581311290499436,-0.9709418174260521,0.23931566428755738,314.5,1,260.0,0.0
SKU_000,42,754.5,0.0,192.0,254.375,-5.559523809523808,25.956393721008318,2.295714161540503,1.1478570807702515,40.581311290499436,-0.9350162426854148,0.35460488704253557,192.0,1,224.0,0.0
SKU_000,43,693.5,0.0,272.5,248.125,-5.988095238095248,26.492628691770093,2.295714161540503,1.1478570807702515,40.581311290499436,-0.8854560256532101,0.464723172043768,272.5,1,253.0,0.0
SKU_000,44,714.0,0.0,166.0,245.125,-2.48809523809525,24.323021502272287,2.295714161540503,1.1478570807702515,40.581311290499436,-0.822983865893657,0.5680647467311548,166.0,1,252.0,0.0
SKU_000,45,670.0,0.0,132.5,245.5,-1.5000000000000184,24.40286868382486,2.295714161540503,1.1478570807702515,40.581311290499436,-0.7485107481711011,0.6631226582407952,132.5,1,210.0,0.0
SKU_000,46,595.5,0.0,156.0,241.0,-4.404761904761911,27.069355367278327,2.295714161540503,1.1478570807702515,40.581311290499436,-0.6631226582407955,0.7485107481711007,156.0,1,207.0,0.0
SKU_000,47,584.5,0.0,135.0,231.125,-2.4166666666666807,22.947971043209897,2.295714161540503,1.1478570807702515,40.581311290499436,-0.5680647467311559,0.8229838658936564,135.0,1,167.0,0.0
SKU_000,48,532.5,0.0,285.9,221.25,-6.166666666666663,30.256197712204354,2.295714161540503,1.1478570807702515,40.581311290499436,-0.4647231720437684,0.88545602565321,285.9,1,187.0,0.0
SKU_000,49,624.4,0.0,147.60000000000002,220.0,-11.619047619047615,31.416556144810016,2.295714161540503,1.1478570807702515,40.581311290499436,-0.35460488704253595,0.9350162426854147,147.60000000000002,1,194.0,0.0
SKU_000,50,589.0,0.0,161.39999999999998,211.75,-9.500000000000009,28.34497309929928,2.295714161540503,1.1478570807702515,40.581311290499436,-0.2393156642875578,0.970941817426052,161.39999999999998,1,183.0,0.0
SKU_000,51,597.4,0.0,0.0,206.625,-10.58333333333334,29.355312551563813,2.295714161540503,1.1478570807702515,40.581311290499436,-0.12053668025532363,0.992708874098054,0.0,0,153.0,0.0
SKU_001,0,135.555835455514,0.0,39.944164544486,39.6389588638785,0.0,0.0,7.064032877982784,3.532016438991392,19.82177084203147,0.0,1.0,39.944164544486,1,23.0,0.0
SKU_001,1,119.555835455514,0.0,76.944164544486,23.0,0.0,0.0,7.064032877982784,3.532016438991392,19.82177084203147,0.12053668025532305,0.992708874098054,37.0,1,16.0,0.0
SKU_001,2,77.555835455514,0.0,160.944164544486,19.5,-7.000000000000002,3.5,7.064032877982784,3.532016438991392,19.82177084203147,0.23931566428755774,0.970941817426052,84.0,1,42.0,0.0
SKU_001,3,41.555835455514,0.0,192.444164544486,27.0,9.499999999999991,10.98483803552272,7.064032877982784,3.532016438991392,19.82177084203147,0.3546048870425356,0.9350162426854148,31.5,1,36.0,0.0
SKU_001,4,44.5,0.0,206.0,29.25,6.5,10.280442597476044,7.064032877982784,3.532016438991392,19.82177084203147,0.4647231720437685,0.8854560256532099,53.5,1,37.0,0.0
SKU_001,5,37.5,0.0,222.0,30.8,4.799999999999998,9.703607576566563,7.064032877982784,3.532016438991392,19.82177084203147,0.5680647467311558,0.8229838658936564,53.0,1,44.0,0.0
SKU_001,6,82.5,0.0,180.0,33.0,4.628571428571428,10.132456102380443,7.064032877982784,3.532016438991392,19.82177084203147,0.6631226582407952,0.7485107481711011,42.0,1,39.0,0.0
SKU_001,7,67.0,0.0,206.0,33.857142857142854,3.5357142857142856,9.612916480720413,7.064032877982784,3.532016438991392,19.82177084203147,0.7485107481711011,0.6631226582407953,57.5,1,47.0,0.0
SKU_001,8,77.5,0.0,179.0,35.5,3.4523809523809526,9.987492177719089,7.064032877982784,3.532016438991392,19.82177084203147,0.8229838658936564,0.5680647467311559,26.5,1,43.0,0.0
SKU_001,9,84.5,0.0,193.0,38.0,2.7380952380952355,9.0,7.064032877982784,3.532016438991392,19.82177084203147,0.8854560256532099,0.4647231720437686,67.0,1,46.0,0.0
SKU_001,10,80.5,0.0,195.5,41.75,1.0476190476190457,3.799671038392666,7.064032877982784,3.532016438991392,19.82177084203147,0.9350162426854148,0.35460488704253557,44.5,1,46.0,0.0
SKU_001,11,102.0,0.0,175.5,42.25,1.428571428571425,4.054318685056714,7.064032877982784,3.532016438991392,19.82177084203147,0.970941817426052,0.23931566428755804,37.5,1,36.0,0.0
SKU_001,12,71.5,0.0,249.5,42.25,0.23809523809524014,4.054318685056714,7.064032877982784,3.532016438991392,19.82177084203147,0.992708874098054,0.120536680255323,100.5,1,57.0,0.0
SKU_001,13,93.5,0.0,221.5,44.75,0.9047619047619028,5.825590098865522,7.064032877982784,3.532016438991392,19.82177084203147,1.0,-1.6081226496766366e-16,39.0,1,45.0,0.0
SKU_001,14,91.0,0.0,207.5,44.875,0.8452380952380945,5.818880906153691,7.064032877982784,3.532016438991392,19.82177084203147,0.992708874098054,-0.12053668025532288,30.5,1,47.0,0.0
SKU_001,15,63.5,0.0,229.0,45.875,0.39285714285714407,5.395310463726809,7.064032877982784,3.532016438991392,19.82177084203147,0.9709418174260521,-0.2393156642875575,59.0,1,65.0,0.0
SKU_001,16,111.0,0.0,135.0,48.125,2.1071428571428545,8.34322329798262,7.064032877982784,3.532016438991392,19.82177084203147,0.9350162426854148,-0.35460488704253545,6.5,1,53.0,0.0
SKU_001,17,116.0,0.0,139.0,49.375,1.9642857142857126,8.230089610690762,7.064032877982784,3.532016438991392,19.82177084203147,0.8854560256532099,-0.4647231720437685,43.0,1,34.0,0.0
SKU_001,18,103.5,0.0,198.0,47.875,0.3214285714285672,9.675193796508678,7.064032877982784,3.532016438991392,19.82177084203147,0.8229838658936565,-0.5680647467311557,89.5,1,43.0,0.0
SKU_001,19,128.5,0.0,173.0,47.5,-0.28571428571428936,9.797958971132712,7.064032877982784,3.532016438991392,19.82177084203147,0.7485107481711013,-0.663122658240795,34.0,1,34.0,0.0
SKU_001,20,76.0,0.0,249.5,47.25,-2.6428571428571432,10.108783309577865,7.064032877982784,3.532016438991392,19.82177084203147,0.6631226582407952,-0.7485107481711012,83.0,1,59.0,0.0
SKU_001,21,54.0,0.0,264.0,47.5,-0.6190476190476197,10.36822067666386,7.064032877982784,3.532016438991392,19.82177084203147,0.5680647467311558,-0.8229838658936564,57.5,1,65.0,0.0
SKU_001,22,100.5,0.0,192.0,50.0,0.5714285714285688,11.779218989389747,7.064032877982784,3.532016438991392,19.82177084203147,0.46472317204376906,-0.8854560256532096,17.5,1,43.0,0.0
SKU_001,23,84.5,0.0,221.5,49.5,-0.3333333333333331,11.979148550710939,7.064032877982784,3.532016438991392,19.82177084203147,0.35460488704253584,-0.9350162426854147,63.5,1,50.0,0.0
SKU_001,24,113.5,0.0,188.0,47.625,1.3690476190476182,10.487343562599635,7.064032877982784,3.532016438991392,19.82177084203147,0.23931566428755768,-0.970941817426052,49.5,1,54.0,0.0
SKU_001,25,123.0,0.0,165.0,47.75,2.476190476190475,10.556396165358706,7.064032877982784,3.532016438991392,19.82177084203147,0.12053668025532308,-0.992708874098054,34.5,1,48.0,0.0
SKU_001,26,88.5,0.0,205.5,49.5,1.0238095238095217,9.205976319760984,7.064032877982784,3.532016438991392,19.82177084203147,-3.216245299353273e-16,-1.0,58.0,1,52.0,0.0
SKU_001,27,105.0,0.0,199.5,50.625,0.5357142857142851,8.88731539892672,7.064032877982784,3.532016438991392,19.82177084203147,-0.12053668025532283,-0.992708874098054,57.5,1,47.0,0.0
SKU_001,28,109.5,0.0,193.5,52.25,-1.547619047619049,6.590713163232034,7.064032877982784,3.532016438991392,19.82177084203147,-0.23931566428755743,-0.9709418174260521,43.5,1,45.0,0.0
SKU_001,29,92.0,0.0,190.0,50.5,-1.4285714285714322,6.422616289332565,7.064032877982784,3.532016438991392,19.82177084203147,-0.3546048870425356,-0.9350162426854148,31.0,1,52.0,0.0
SKU_001,30,91.0,0.0,173.0,48.875,0.24999999999999575,3.550968177835448,7.064032877982784,3.532016438991392,19.82177084203147,-0.46472317204376806,-0.8854560256532101,41.0,1,59.0,0.0
SKU_001,31,102.5,0.0,142.0,50.875,0.4642857142857105,4.136348026943574,7.064032877982784,3.532016438991392,19.82177084203147,-0.5680647467311556,-0.8229838658936566,26.5,1,46.0,0.0
SKU_001,32,115.0,0.0,117.5,50.375,-0.03571428571428806,4.442338910979215,7.064032877982784,3.532016438991392,19.82177084203147,-0.663122658240795,-0.7485107481711013,19.0,1,31.0,0.0
SKU_001,33,106.0,0.0,150.5,47.5,-1.261904761904762,7.533259586659682,7.064032877982784,3.532016438991392,19.82177084203147,-0.7485107481711011,-0.6631226582407952,64.0,1,40.0,0.0
SKU_001,34,101.0,0.0,151.0,46.5,-1.833333333333339,7.92148975887743,7.064032877982784,3.532016438991392,19.82177084203147,-0.8229838658936564,-0.5680647467311559,41.5,1,46.0,0.0
SKU_001,35,89.5,0.0,141.5,45.75,-1.285714285714288,7.644442425710328,7.064032877982784,3.532016438991392,19.82177084203147,-0.8854560256532096,-0.4647231720437691,17.0,1,38.0,0.0
SKU_001,36,61.5,0.0,172.5,44.625,-1.7976190476190521,8.030216373174511,7.064032877982784,3.532016438991392,19.82177084203147,-0.9350162426854147,-0.3546048870425359,50.0,1,47.0,0.0
SKU_001,37,88.5,0.0,123.0,44.875,-1.5595238095238095,8.069038046756255,7.064032877982784,3.532016438991392,19.82177084203147,-0.970941817426052,-0.23931566428755774,14.5,1,37.0,0.0
SKU_001,38,98.0,0.0,89.5,43.0,-1.45238095238095,7.937253933193772,7.064032877982784,3.532016438991392,19.82177084203147,-0.992708874098054,-0.12053668025532357,8.0,1,32.0,0.0
SKU_001,39,75.0,0.0,106.5,39.625,-0.6547619047619029,5.893587617063142,7.064032877982784,3.532016438991392,19.82177084203147,-1.0,-1.8369701987210297e-16,34.0,1,40.0,0.0
SKU_001,40,93.0,0.0,66.0,38.875,0.059523809523806745,5.395310463726809,7.064032877982784,3.532016438991392,19.82177084203147,-0.992708874098054,0.1205366802553232,9.5,1,32.0,0.0
SKU_001,41,86.5,0.0,68.0,39.0,-1.357142857142859,5.220153254455275,7.064032877982784,3.532016438991392,19.82177084203147,-0.9709418174260521,0.23931566428755738,16.5,1,21.0,0.0
SKU_001,42,66.5,0.0,106.0,36.625,-2.7500000000000018,7.873015622999868,7.064032877982784,3.532016438991392,19.82177084203147,-0.9350162426854148,0.35460488704253557,46.0,1,28.0,0.0
SKU_001,43,75.5,0.0,79.0,34.375,-2.4642857142857175,7.431983248097374,7.064032877982784,3.532016438991392,19.82177084203147,-0.8854560256532101,0.464723172043768,7.0,1,25.0,0.0
SKU_001,44,56.0,0.0,116.5,32.75,-2.857142857142859,7.870038119348597,7.064032877982784,3.532016438991392,19.82177084203147,-0.822983865893657,0.5680647467311548,47.0,1,29.0,0.0
SKU_001,45,39.5,0.0,143.5,30.5,-1.6428571428571468,5.766281297335398,7.064032877982784,3.532016438991392,19.82177084203147,-0.7485107481711011,0.6631226582407952,43.5,1,33.0,0.0
SKU_001,46,69.5,0.0,112.0,30.0,-0.7380952380952395,5.338539126015656,7.064032877982784,3.532016438991392,19.82177084203147,-0.6631226582407955,0.7485107481711007,14.5,1,16.0,0.0
SKU_001,47,39.5,0.0,161.5,28.0,-1.690476190476192,6.96419413859206,7.064032877982784,3.532016438991392,19.82177084203147,-0.5680647467311559,0.8229838658936564,56.5,1,37.0,0.0
SKU_001,48,50.5,0.0,130.7,27.625,0.34523809523809385,6.362733296312206,7.064032877982784,3.532016438991392,19.82177084203147,-0.4647231720437684,0.88545602565321,16.19999999999999,1,36.0,0.0
SKU_001,49,62.0,0.0,92.0,28.125,1.5119047619047603,6.827105902210687,7.064032877982784,3.532016438991392,19.82177084203147,-0.35460488704253595,0.9350162426854147,4.800000000000011,1,32.0,0.0
SKU_001,50,47.5,0.0,77.5,29.5,1.0714285714285703,6.34428877022476,7.064032877982784,3.532016438991392,19.82177084203147,-0.2393156642875578,0.970941817426052,0.0,0,29.0,0.0
SKU_001,51,76.0,0.0,21.19999999999999,29.625,0.8690476190476184,6.323319934970869,7.064032877982784,3.532016438991392,19.82177084203147,-0.12053668025532363,0.992708874098054,0.19999999999998863,1,28.0,0.0
SKU_002,0,444.1351591249945,0.0,103.36484087500548,144.53378978124863,0.0,0.0,3.7515645332237275,1.8757822666118638,62.10592611560484,0.0,1.0,103.36484087500548,1,134.0,0.0
SKU_002,1,312.1351591249945,0.0,258.8648408750055,134.0,0.0,0.0,3.7515645332237275,1.8757822666118638,62.10592611560484,0.12053668025532305,0.992708874098054,155.5,1,132.0,0.0
SKU_002,2,275.5,0.0,344.0,133.0,-2.000000000000014,1.0,3.7515645332237275,1.8757822666118638,62.10592611560484,0.23931566428755774,0.970941817426052,188.5,1,140.0,0.0
SKU_002,3,274.0,0.0,396.5,135.33333333333334,2.999999999999997,3.39934634239519,3.7515645332237275,1.8757822666118638,62.10592611560484,0.3546048870425356,0.9350162426854148,208.0,1,157.0,0.0
SKU_002,4,293.5,0.0,414.0,140.75,7.70000000000002,9.832980219648569,3.7515645332237275,1.8757822666118638,62.10592611560484,0.4647231720437685,0.8854560256532099,206.0,1,169.0,0.0
SKU_002,5,322.5,0.0,393.0,146.4,9.49999999999999,14.319217855735,3.7515645332237275,1.8757822666118638,62.10592611560484,0.5680647467311558,0.8229838658936564,187.0,1,179.0,0.0
SKU_002,6,344.5,0.0,370.5,151.83333333333334,10.085714285714284,17.84579004197411,3.7515645332237275,1.8757822666118638,62.10592611560484,0.6631226582407952,0.7485107481711011,183.5,1,184.0,0.0
SKU_002,7,344.5,0.0,339.5,156.42857142857142,9.750000000000004,19.99183506804103,3.7515645332237275,1.8757822666118638,62.10592611560484,0.7485107481711011,0.6631226582407953,156.0,1,187.0,0.0
SKU_002,8,373.0,0.0,281.0,160.25,9.047619047619039,21.258821698297393,3.7515645332237275,1.8757822666118638,62.10592611560484,0.8229838658936564,0.5680647467311559,125.0,1,155.0,0.0
SKU_002,9,367.0,0.0,329.0,162.875,5.797619047619045,19.035739413009413,3.7515645332237275,1.8757822666118638,62.10592611560484,0.8854560256532099,0.4647231720437686,204.0,1,162.0,0.0
SKU_002,10,312.0,0.0,416.5,166.625,2.4166666666666528,15.140487937976108,3.7515645332237275,1.8757822666118638,62.10592611560484,0.9350162426854148,0.35460488704253557,212.5,1,180.0,0.0
SKU_002,11,339.0,0.0,402.0,171.625,0.6785714285714328,11.746675061480163,3.7515645332237275,1.8757822666118638,62.10592611560484,0.970941817426052,0.23931566428755804,189.5,1,177.0,0.0
SKU_002,12,362.5,0.0,409.5,174.125,-0.440476190476206,10.421582173547355,3.7515645332237275,1.8757822666118638,62.10592611560484,0.992708874098054,0.120536680255323,220.0,1,189.0,0.0
SKU_002,13,355.0,0.0,432.0,176.625,0.24999999999999808,11.257636297198449,3.7515645332237275,1.8757822666118638,62.10592611560484,1.0,-1.6081226496766366e-16,212.0,1,197.0,0.0
SKU_002,14,388.0,0.0,413.0,178.875,2.202380952380951,13.147599590799835,3.7515645332237275,1.8757822666118638,62.10592611560484,0.992708874098054,-0.12053668025532288,201.0,1,187.0,0.0
SKU_002,15,401.0,0.0,442.5,179.25,3.4285714285714226,13.329947486768281,3.7515645332237275,1.8757822666118638,62.10592611560484,0.9709418174260521,-0.2393156642875575,241.5,1,199.0,0.0
SKU_002,16,379.0,0.0,485.0,180.75,5.904761904761896,14.720309100015529,3.7515645332237275,1.8757822666118638,62.10592611560484,0.9350162426854148,-0.35460488704253545,243.5,1,223.0,0.0
SKU_002,17,399.5,0.0,423.5,189.25,6.666666666666663,16.872685026396955,3.7515645332237275,1.8757822666118638,62.10592611560484,0.8854560256532099,-0.4647231720437685,180.0,1,221.0,0.0
SKU_002,18,443.0,0.0,338.5,196.625,6.392857142857136,16.232201791500746,3.7515645332237275,1.8757822666118638,62.10592611560484,0.8229838658936565,-0.5680647467311557,158.5,1,200.0,0.0
SKU_002,19,427.0,0.0,316.5,199.125,4.892857142857148,14.970283063456082,3.7515645332237275,1.8757822666118638,62.10592611560484,0.7485107481711013,-0.663122658240795,158.0,1,196.0,0.0
SKU_002,20,398.5,0.0,320.5,201.5,2.26190476190475,12.589678312014172,3.7515645332237275,1.8757822666118638,62.10592611560484,0.6631226582407952,-0.7485107481711012,162.5,1,187.0,0.0
SKU_002,21,368.5,0.0,292.0,201.25,-0.2857142857142843,12.852528934026953,3.7515645332237275,1.8757822666118638,62.10592611560484,0.5680647467311558,-0.8229838658936564,129.5,1,188.0,0.0
SKU_002,22,381.0,0.0,241.0,200.125,-1.8452380952381018,13.550253687662087,3.7515645332237275,1.8757822666118638,62.10592611560484,0.46472317204376906,-0.8854560256532096,111.5,1,150.0,0.0
SKU_002,23,347.5,0.0,267.0,195.5,-7.428571428571439,21.324868112136123,3.7515645332237275,1.8757822666118638,62.10592611560484,0.35460488704253584,-0.9350162426854147,155.5,1,163.0,0.0
SKU_002,24,315.0,0.0,272.5,191.0,-9.761904761904786,23.769728648009426,3.7515645332237275,1.8757822666118638,62.10592611560484,0.23931566428755768,-0.970941817426052,117.0,1,144.0,0.0
SKU_002,25,309.5,0.0,270.5,181.125,-10.25000000000001,24.811476679149912,3.7515645332237275,1.8757822666118638,62.10592611560484,0.12053668025532308,-0.992708874098054,153.5,1,161.0,0.0
SKU_002,26,279.5,0.0,222.5,173.625,-7.6547619047619015,20.27891454195712,3.7515645332237275,1.8757822666118638,62.10592611560484,-3.216245299353273e-16,-1.0,69.0,1,147.0,0.0
SKU_002,27,320.0,0.0,127.0,167.0,-7.047619047619048,19.209372712298546,3.7515645332237275,1.8757822666118638,62.10592611560484,-0.12053668025532283,-0.992708874098054,58.0,1,113.0,0.0
SKU_002,28,266.0,0.0,176.5,156.625,-8.440476190476188,22.819605057932094,3.7515645332237275,1.8757822666118638,62.10592611560484,-0.23931566428755743,-0.9709418174260521,118.5,1,123.0,0.0
SKU_002,29,223.0,0.0,181.5,148.625,-7.988095238095245,21.97121696674993,3.7515645332237275,1.8757822666118638,62.10592611560484,-0.3546048870425356,-0.9350162426854148,63.0,1,101.0,0.0
SKU_002,30,256.5,0.0,192.5,137.75,-7.738095238095252,21.3116752039815,3.7515645332237275,1.8757822666118638,62.10592611560484,-0.46472317204376806,-0.8854560256532101,129.5,1,85.0,0.0
SKU_002,31,191.5,0.0,319.5,129.625,-10.821428571428578,26.781231767788427,3.7515645332237275,1.8757822666118638,62.10592611560484,-0.5680647467311556,-0.8229838658936566,190.0,1,128.0,0.0
SKU_002,32,198.0,0.0,312.0,125.25,-7.380952380952384,23.64714570513744,3.7515645332237275,1.8757822666118638,62.10592611560484,-0.663122658240795,-0.7485107481711013,122.0,1,123.0,0.0
SKU_002,33,252.0,0.0,273.5,122.625,-5.559523809523822,22.560682059725057,3.7515645332237275,1.8757822666118638,62.10592611560484,-0.7485107481711011,-0.6631226582407952,151.5,1,136.0,0.0
SKU_002,34,241.0,0.0,237.5,119.5,-0.33333333333333937,18.371173070873837,3.7515645332237275,1.8757822666118638,62.10592611560484,-0.8229838658936564,-0.5680647467311559,86.0,1,133.0,0.0
